area_fips,own_code,industry_code,agglvl_code,size_code,year,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg
06059,0,10,70,0,2000,1394604,54822093926,0,0,756,39310,4317499623,8.5,0,0.0
06061,0,10,70,0,2000,106421,3581170467,0,0,647,33651,450924049,14.4,0,0.0
06063,0,10,70,0,2000,7023,180947386,0,0,495,25763,10427187,6.1,0,0.0
06065,0,10,70,0,2000,470242,13726130679,0,0,561,29190,1353986829,10.9,0,0.0
06067,0,10,70,0,2000,573411,21701255425,0,0,728,37846,2035161925,10.3,0,0.0
06069,0,10,70,0,2000,15175,432188250,0,0,548,28480,43843289,11.3,0,0.0
06071,0,10,70,0,2000,530140,15879196911,0,0,576,29953,1182796595,8.0,0,0.0
06073,0,10,70,0,2000,1198842,44909061313,0,0,720,37460,4769957032,11.9,0,0.0
06075,0,10,70,0,2000,611676,35308018482,0,0,1110,57723,4814482162,15.8,0,0.0
06077,0,10,70,0,2000,200996,5900181298,0,0,565,29355,458409990,8.4,0,0.0
06079,0,10,70,0,2000,95249,2671940186,0,0,539,28052,200007046,8.1,0,0.0
06081,0,10,70,0,2000,380137,25501037784,0,0,1290,67084,7010788102,37.9,0,0.0
06083,0,10,70,0,2000,177580,5768354627,0,0,625,32483,591041295,11.4,0,0.0
06085,0,10,70,0,2000,1036582,79146694451,0,0,1468,76354,19600032530,32.9,0,0.0
06087,0,10,70,0,2000,101884,3650730577,0,0,689,35832,542149508,17.4,0,0.0
06089,0,10,70,0,2000,60917,1648203608,0,0,520,27056,114475353,7.5,0,0.0
06091,0,10,70,0,2000,1209,36116213,0,0,574,29863,4411669,13.9,0,0.0
06093,0,10,70,0,2000,14866,330448561,0,0,427,22229,23101176,7.5,0,0.0
06095,0,10,70,0,2000,117281,3704546431,0,0,607,31587,422459490,12.9,0,0.0
06097,0,10,70,0,2000,191453,6854678784,0,0,689,35803,921097616,15.5,0,0.0
06099,0,10,70,0,2000,162674,4580884117,0,0,542,28160,306161235,7.2,0,0.0
06101,0,10,70,0,2000,24775,611723087,0,0,475,24691,28435683,4.9,0,0.0
06103,0,10,70,0,2000,16808,426106416,0,0,488,25352,33549213,8.5,0,0.0
06105,0,10,70,0,2000,3034,68816795,0,0,436,22684,1303706,1.9,0,0.0
06107,0,10,70,0,2000,132816,3160851196,0,0,458,23799,261053374,9.0,0,0.0
06109,0,10,70,0,2000,15514,395448708,0,0,490,25490,24701790,6.7,0,0.0
06111,0,10,70,0,2000,287819,10658922128,0,0,712,37033,1289086831,13.8,0,0.0
06113,0,10,70,0,2000,84736,2822701812,0,0,641,33312,141408932,5.3,0,0.0
06115,0,10,70,0,2000,17076,481096301,0,0,542,28174,39379267,8.9,0,0.0
06001,0,10,70,0,2001,697181,32411565695,4870176683,120532210,894,46489,0,0.0,0,0.0
06003,0,10,70,0,2001,970,20481839,7177719,340954,406,21106,0,0.0,0,0.0
06005,0,10,70,0,2001,11490,314704885,65617237,1934867,527,27390,0,0.0,0,0.0
06007,0,10,70,0,2001,72018,1908372828,393841092,10869184,510,26499,0,0.0,0,0.0
06009,0,10,70,0,2001,8592,215447029,45864336,1313023,482,25077,0,0.0,0,0.0
06011,0,10,70,0,2001,7348,186904717,50513385,1888693,489,25435,0,0.0,0,0.0
06013,0,10,70,0,2001,337444,15098703146,2407741381,58746531,860,44744,0,0.0,0,0.0
06015,0,10,70,0,2001,7579,194863365,30955432,963958,494,25710,0,0.0,0,0.0
06017,0,10,70,0,2001,44876,1402079822,272823760,7497352,601,31243,0,0.0,0,0.0
06019,0,10,70,0,2001,322084,8979042388,1928491332,60673358,536,27878,0,0.0,0,0.0
06021,0,10,70,0,2001,7561,192781240,42550599,1401732,490,25496,0,0.0,0,0.0
06023,0,10,70,0,2001,49601,1280865500,269587282,7791595,497,25824,0,0.0,0,0.0
06025,0,10,70,0,2001,49836,1306721231,262249638,9390919,504,26221,0,0.0,0,0.0
06027,0,10,70,0,2001,7584,201694937,38553602,972760,511,26596,0,0.0,0,0.0
06029,0,10,70,0,2001,242232,7292748155,1452658932,46041064,579,30106,0,0.0,0,0.0
06031,0,10,70,0,2001,36349,972037896,200236559,6448426,514,26742,0,0.0,0,0.0
06033,0,10,70,0,2001,15121,363574509,83230772,2762170,462,24044,0,0.0,0,0.0
06035,0,10,70,0,2001,9686,279593406,31827618,994928,555,28866,0,0.0,0,0.0
06037,0,10,70,0,2001,4103370,167792279215,27744067792,700085151,786,40891,0,0.0,0,0.0
06039,0,10,70,0,2001,38253,983153986,210827415,7119506,494,25701,0,0.0,0,0.0
06041,0,10,70,0,2001,111939,4874588541,805752008,19041831,837,43547,0,0.0,0,0.0
06043,0,10,70,0,2001,5196,131197978,27724642,1094034,486,25251,0,0.0,0,0.0
06045,0,10,70,0,2001,33998,856662526,205520008,6061172,485,25198,0,0.0,0,0.0
06047,0,10,70,0,2001,64170,1635025618,377503541,11588533,490,25479,0,0.0,0,0.0
06049,0,10,70,0,2001,3194,71726775,13548404,430242,432,22460,0,0.0,0,0.0
06051,0,10,70,0,2001,6465,155591213,42974716,1626168,463,24066,0,0.0,0,0.0
06053,0,10,70,0,2001,166186,5273918083,1102131912,34307191,610,31735,0,0.0,0,0.0
06055,0,10,70,0,2001,63332,2196603677,435227687,11414921,667,34684,0,0.0,0,0.0
06057,0,10,70,0,2001,28316,839288292,184591315,5105622,570,29640,0,0.0,0,0.0
06059,0,10,70,0,2001,1411944,56833586377,10394711685,254413849,774,40252,0,0.0,0,0.0
06061,0,10,70,0,2001,116185,4040150163,808062487,20401738,669,34773,0,0.0,0,0.0
06063,0,10,70,0,2001,7265,192147006,37397414,1289408,509,26450,0,0.0,0,0.0
06065,0,10,70,0,2001,491535,14731874483,3154386070,84725514,576,29971,0,0.0,0,0.0
06067,0,10,70,0,2001,588426,23050334325,3138715398,77982231,753,39173,0,0.0,0,0.0
06069,0,10,70,0,2001,15488,458372002,105999414,3339620,569,29595,0,0.0,0,0.0
06071,0,10,70,0,2001,545113,16896019761,3363468658,82703370,596,30995,0,0.0,0,0.0
06073,0,10,70,0,2001,1218982,46830597356,7967828916,199766583,739,38418,0,0.0,0,0.0
06075,0,10,70,0,2001,586085,35790834351,4463282138,103609030,1174,61068,0,0.0,0,0.0
06077,0,10,70,0,2001,204504,6302450542,1297563936,38413960,593,30818,0,0.0,0,0.0
06079,0,10,70,0,2001,98353,2861299379,576806094,14363986,559,29092,0,0.0,0,0.0
06081,0,10,70,0,2001,369868,23038284884,2810407598,65169476,1198,62288,0,0.0,0,0.0
06083,0,10,70,0,2001,177234,5959756302,1093438267,27842033,647,33626,0,0.0,0,0.0
06085,0,10,70,0,2001,1002637,66104434104,7726125287,192325150,1268,65931,0,0.0,0,0.0
06087,0,10,70,0,2001,102669,3595714326,695937618,19028961,674,35022,0,0.0,0,0.0
06089,0,10,70,0,2001,63675,1791095604,378351428,10672431,541,28129,0,0.0,0,0.0
06091,0,10,70,0,2001,1086,32682954,4959664,160258,579,30095,0,0.0,0,0.0
06093,0,10,70,0,2001,14528,343022429,73089296,2261017,454,23611,0,0.0,0,0.0
06095,0,10,70,0,2001,121402,4066481828,723311068,19575601,644,33496,0,0.0,0,0.0
06097,0,10,70,0,2001,194922,7045538442,1281790965,32155014,695,36145,0,0.0,0,0.0
06099,0,10,70,0,2001,164473,4867005798,1038134348,29994389,569,29591,0,0.0,0,0.0
06101,0,10,70,0,2001,25566,669965465,176011233,5813572,504,26206,0,0.0,0,0.0
06103,0,10,70,0,2001,17085,444947929,109964837,3223791,501,26043,0,0.0,0,0.0
06105,0,10,70,0,2001,3165,74842620,11901882,400761,455,23648,0,0.0,0,0.0
06107,0,10,70,0,2001,132878,3286386763,808459116,26478021,476,24732,0,0.0,0,0.0
06109,0,10,70,0,2001,16567,438506157,85589223,2510849,509,26469,0,0.0,0,0.0
06111,0,10,70,0,2001,293208,11078203181,2009728624,52113700,727,37783,0,0.0,0,0.0
06113,0,10,70,0,2001,88020,3111631332,515766152,13992900,680,35352,0,0.0,0,0.0
06115,0,10,70,0,2001,17438,524728746,81238173,2642618,579,30091,0,0.0,0,0.0
06999,0,10,70,0,2001,339489,17253538166,3376792033,95444078,977,50822,0,0.0,0,0.0
06001,0,10,70,0,2002,681988,32262708829,4648199946,109138205,910,47307,-148856866,-0.5,-221976737,-4.6
06003,0,10,70,0,2002,942,20827531,7071642,335526,425,22100,345692,1.7,-106077,-1.5
06005,0,10,70,0,2002,12272,355076475,59709379,1593359,556,28935,40371590,12.8,-5907858,-9.0
06007,0,10,70,0,2002,73303,1993078675,407389321,10973662,523,27190,84705847,4.4,13548229,3.4
06009,0,10,70,0,2002,8760,230618848,48333748,1307598,506,26327,15171819,7.0,2469412,5.4
06011,0,10,70,0,2002,7467,198528333,51344265,1897590,511,26587,11623616,6.2,830880,1.6
06013,0,10,70,0,2002,340197,15654161645,2439377913,57011158,885,46015,555458499,3.7,31636532,1.3
06015,0,10,70,0,2002,7459,195750883,30376104,918198,505,26245,887518,0.5,-579328,-1.9
06017,0,10,70,0,2002,46583,1484685461,285975056,7704867,613,31872,82605639,5.9,13151296,4.8
06019,0,10,70,0,2002,328937,9553264957,2022778192,61745000,559,29043,574222569,6.4,94286860,4.9
06021,0,10,70,0,2002,7539,196489284,42120039,1366059,501,26064,3708044,1.9,-430560,-1.0
06023,0,10,70,0,2002,49649,1326831834,274156076,7731004,514,26724,45966334,3.6,4568794,1.7
06025,0,10,70,0,2002,50916,1399506602,281819161,9888355,529,27487,92785371,7.1,19569523,7.5
06027,0,10,70,0,2002,7670,207506046,38467206,915956,520,27056,5811109,2.9,-86396,-0.2
06029,0,10,70,0,2002,243019,7580296955,1471639733,44476732,600,31192,287548800,3.9,18980801,1.3
06031,0,10,70,0,2002,36543,1016239016,205382505,6457253,535,27809,44201120,4.5,5145946,2.6
06033,0,10,70,0,2002,15758,413774527,90759167,2933080,505,26258,50200018,13.8,7528395,9.0
06035,0,10,70,0,2002,10243,301746284,36033055,1098592,566,29458,22152878,7.9,4205437,13.2
06037,0,10,70,0,2002,4057952,169254080634,27388601081,679664792,802,41709,1461801419,0.9,-355466711,-1.3
06039,0,10,70,0,2002,37948,1018290228,205433943,6774827,516,26834,35136242,3.6,-5393472,-2.6
06041,0,10,70,0,2002,111854,5063516981,811616035,18951320,871,45269,188928440,3.9,5864027,0.7
06043,0,10,70,0,2002,5522,147209288,32006321,1222753,513,26658,16011310,12.2,4281679,15.4
06045,0,10,70,0,2002,34151,889852537,204353487,5818021,501,26056,33190011,3.9,-1166521,-0.6
06047,0,10,70,0,2002,66352,1776279483,400979995,12176314,515,26771,141253865,8.6,23476454,6.2
06049,0,10,70,0,2002,3013,71445642,13264748,415488,456,23716,-281133,-0.4,-283656,-2.1
06051,0,10,70,0,2002,6550,168447653,44680605,1641515,495,25718,12856440,8.3,1705889,4.0
06053,0,10,70,0,2002,166664,5410373778,1121561834,34334739,624,32463,136455695,2.6,19429922,1.8
06055,0,10,70,0,2002,64099,2280563047,442899879,11431527,684,35579,83959370,3.8,7672192,1.8
06057,0,10,70,0,2002,28995,879474336,190570063,4972818,583,30332,40186044,4.8,5978748,3.2
06059,0,10,70,0,2002,1401315,57760358077,10222083375,242478122,793,41219,926771700,1.6,-172628310,-1.7
06061,0,10,70,0,2002,118429,4245094690,830576098,20281189,689,35845,204944527,5.1,22513611,2.8
06063,0,10,70,0,2002,7357,199095193,37030049,1259232,520,27063,6948187,3.6,-367365,-1.0
06065,0,10,70,0,2002,513981,15919195317,3355561651,87513300,596,30972,1187320834,8.1,201175581,6.4
06067,0,10,70,0,2002,593016,24101660533,3173920807,75393347,782,40642,1051326208,4.6,35205409,1.1
06069,0,10,70,0,2002,15176,472469036,101768425,3071739,599,31132,14097034,3.1,-4230989,-4.0
06071,0,10,70,0,2002,557830,17939911001,3437447540,81784651,618,32160,1043891240,6.2,73978882,2.2
06073,0,10,70,0,2002,1237169,48627462112,7976144851,191442069,756,39305,1796864756,3.8,8315935,0.1
06075,0,10,70,0,2002,547304,32022607711,3849664633,88787250,1125,58510,-3768226640,-10.5,-613617505,-13.7
06077,0,10,70,0,2002,206871,6611226545,1321396781,37966091,615,31958,308776003,4.9,23832845,1.8
06079,0,10,70,0,2002,100622,3016747140,599290631,14317137,577,29981,155447761,5.4,22484537,3.9
06081,0,10,70,0,2002,345137,19758908962,2565230176,56191572,1101,57250,-3279375922,-14.2,-245177422,-8.7
06083,0,10,70,0,2002,176266,6060441018,1089534807,26933870,661,34382,100684716,1.7,-3903460,-0.4
06085,0,10,70,0,2002,905489,57096280465,6570972536,152831209,1213,63056,-9008153639,-13.6,-1155152751,-15.0
06087,0,10,70,0,2002,99742,3562910990,658396938,17630647,687,35721,-32803336,-0.9,-37540680,-5.4
06089,0,10,70,0,2002,65752,1904275172,390312693,10792845,557,28961,113179568,6.3,11961265,3.2
06091,0,10,70,0,2002,922,23259244,6573422,165257,485,25222,-9423710,-28.8,1613758,32.5
06093,0,10,70,0,2002,14419,347943990,73428515,2226760,464,24131,4921561,1.4,339219,0.5
06095,0,10,70,0,2002,123484,4199108241,748947397,19129439,654,34005,132626413,3.3,25636329,3.5
06097,0,10,70,0,2002,192994,7043093240,1282739644,30591547,702,36494,-2445202,0.0,948679,0.1
06099,0,10,70,0,2002,166022,5108364343,1076518824,30490902,592,30769,241358545,5.0,38384476,3.7
06101,0,10,70,0,2002,25884,703810807,167580907,5157305,523,27191,33845342,5.1,-8430326,-4.8
06103,0,10,70,0,2002,17548,471439113,110862230,3220913,517,26866,26491184,6.0,897393,0.8
06105,0,10,70,0,2002,3274,80894435,13193659,418468,475,24712,6051815,8.1,1291777,10.9
06107,0,10,70,0,2002,136057,3489830124,851351883,27589918,493,25650,203443361,6.2,42892767,5.3
06109,0,10,70,0,2002,17040,483459687,88864433,2523288,546,28372,44953530,10.3,3275210,3.8
06111,0,10,70,0,2002,296576,11327824294,2004742108,50602222,735,38195,249621113,2.3,-4986516,-0.2
06113,0,10,70,0,2002,87251,3105349399,484695521,12724580,684,35591,-6281933,-0.2,-31070631,-6.0
06115,0,10,70,0,2002,17289,546800744,79088400,2512018,608,31626,22071998,4.2,-2149773,-2.6
06999,0,10,70,0,2002,334780,16961990889,3205110127,87480081,974,50666,-291547277,-1.7,-171681906,-5.1
06001,0,10,70,0,2003,677990,33101058543,4515813628,133894452,939,48822,838349714,2.6,-132386318,-2.8
06003,0,10,70,0,2003,905,20695520,6593598,325707,440,22872,-132011,-0.6,-478044,-6.8
06005,0,10,70,0,2003,11900,357180601,63299773,2019614,577,30016,2104126,0.6,3590394,6.0
06007,0,10,70,0,2003,72773,2027192463,403391935,12650791,536,27856,34113788,1.7,-3997386,-1.0
06009,0,10,70,0,2003,8747,235762903,47598016,1446472,518,26954,5144055,2.2,-735732,-1.5
06011,0,10,70,0,2003,7524,201583524,51436016,2056288,515,26793,3055191,1.5,91751,0.2
06013,0,10,70,0,2003,335201,15640442965,2354467519,65781527,897,46660,-13718680,-0.1,-84910394,-3.5
06015,0,10,70,0,2003,7771,210489651,33582980,1140316,521,27085,14738768,7.5,3206876,10.6
06017,0,10,70,0,2003,47465,1549151776,286500578,8844500,628,32638,64466315,4.3,525522,0.2
06019,0,10,70,0,2003,328131,9908243995,2052108231,70329060,581,30196,354979038,3.7,29330039,1.4
06021,0,10,70,0,2003,7370,194842933,39437902,1393517,508,26438,-1646351,-0.8,-2682137,-6.4
06023,0,10,70,0,2003,49189,1359538579,271941497,8672361,532,27639,32706745,2.5,-2214579,-0.8
06025,0,10,70,0,2003,52488,1481741331,282640427,10752281,543,28230,82234729,5.9,821266,0.3
06027,0,10,70,0,2003,7552,213386859,38081473,1049190,543,28255,5880813,2.8,-385733,-1.0
06029,0,10,70,0,2003,247760,8015574822,1481973152,49452546,622,32352,435277867,5.7,10333419,0.7
06031,0,10,70,0,2003,38112,1088424020,208063802,7245783,549,28559,72185004,7.1,2681297,1.3
06033,0,10,70,0,2003,15475,421177799,88980365,3076564,523,27217,7403272,1.8,-1778802,-2.0
06035,0,10,70,0,2003,10268,317317384,35492913,1166321,594,30903,15571100,5.2,-540142,-1.5
06037,0,10,70,0,2003,4019524,172534631783,27005053855,794067535,825,42924,3280551149,1.9,-383547226,-1.4
06039,0,10,70,0,2003,40465,1128012267,217018205,7590011,536,27877,109722039,10.8,11584262,5.6
06041,0,10,70,0,2003,109696,5271039479,803713794,22873849,924,48051,207522498,4.1,-7902241,-1.0
06043,0,10,70,0,2003,5027,128962077,27954870,1171325,493,25653,-18247211,-12.4,-4051451,-12.7
06045,0,10,70,0,2003,33331,887344836,197532497,6250450,512,26622,-2507701,-0.3,-6820990,-3.3
06047,0,10,70,0,2003,66250,1865095665,407800501,13710564,541,28152,88816182,5.0,6820506,1.7
06049,0,10,70,0,2003,3012,73371615,14006797,499012,468,24358,1925973,2.7,742049,5.6
06051,0,10,70,0,2003,6897,189894708,45427175,1747309,529,27533,21447055,12.7,746570,1.7
06053,0,10,70,0,2003,168157,5639121061,1144401396,40051518,645,33535,228747283,4.2,22839562,2.0
06055,0,10,70,0,2003,64205,2370153976,441643987,13481925,710,36915,89590929,3.9,-1255892,-0.3
06057,0,10,70,0,2003,28766,894156691,181260387,5637118,598,31084,14682355,1.7,-9309676,-4.9
06059,0,10,70,0,2003,1419626,61369411428,10506004277,307905498,831,43229,3609053351,6.2,283920902,2.8
06061,0,10,70,0,2003,124399,4592465601,884982355,27198127,710,36917,347370911,8.2,54406257,6.6
06063,0,10,70,0,2003,7540,217124562,39981891,1500644,554,28797,18029369,9.1,2951842,8.0
06065,0,10,70,0,2003,535619,17236178254,3513826146,108664883,619,32180,1316982937,8.3,158264495,4.7
06067,0,10,70,0,2003,596559,25121312382,3227899839,92802822,810,42110,1019651849,4.2,53979032,1.7
06069,0,10,70,0,2003,15669,501662201,106553598,3680478,616,32016,29193165,6.2,4785173,4.7
06071,0,10,70,0,2003,570063,19044820505,3561724774,103238189,642,33408,1104909504,6.2,124277234,3.6
06073,0,10,70,0,2003,1253034,50731998180,8036980665,234754514,779,40487,2104536068,4.3,60835814,0.8
06075,0,10,70,0,2003,532908,31353901856,3826833885,110518009,1131,58836,-668705855,-2.1,-22830748,-0.6
06077,0,10,70,0,2003,211582,6966579521,1366822611,44912212,633,32926,355352976,5.4,45425830,3.4
06079,0,10,70,0,2003,99845,3110161378,624718074,17161335,599,31150,93414238,3.1,25427443,4.2
06081,0,10,70,0,2003,327080,19498831980,2415827877,70309502,1146,59615,-260076982,-1.3,-149402299,-5.8
06083,0,10,70,0,2003,178459,6373120742,1105810525,32588032,687,35712,312679724,5.2,16275718,1.5
06085,0,10,70,0,2003,852513,56087804795,6162898863,194531229,1265,65791,-1008475670,-1.8,-408073673,-6.2
06087,0,10,70,0,2003,96523,3449409925,622234053,19341726,687,35737,-113501065,-3.2,-36162885,-5.5
06089,0,10,70,0,2003,66377,1980967548,406511299,12793707,574,29844,76692376,4.0,16198606,4.2
06091,0,10,70,0,2003,936,23157567,5204583,153378,476,24750,-101677,-0.4,-1368839,-20.8
06093,0,10,70,0,2003,14408,369328214,72914536,2473742,493,25633,21384224,6.1,-513979,-0.7
06095,0,10,70,0,2003,126133,4435803032,779975504,23379779,676,35168,236694791,5.6,31028107,4.1
06097,0,10,70,0,2003,187399,6974646417,1240042165,36420159,716,37218,-68446823,-1.0,-42697479,-3.3
06099,0,10,70,0,2003,166988,5331269152,1082660662,34639585,614,31926,222904809,4.4,6141838,0.6
06101,0,10,70,0,2003,26526,739205599,171746982,5886502,536,27867,35394792,5.0,4166075,2.5
06103,0,10,70,0,2003,17336,488020067,110324076,3642650,541,28150,16580954,3.5,-538154,-0.5
06105,0,10,70,0,2003,3144,81599186,12790431,451375,499,25955,704751,0.9,-403228,-3.1
06107,0,10,70,0,2003,135547,3610521164,857971653,30827516,512,26637,120691040,3.5,6619770,0.8
06109,0,10,70,0,2003,17510,517164905,92470989,2952485,568,29535,33705218,7.0,3606556,4.1
06111,0,10,70,0,2003,300221,12104922605,2002266151,60574306,775,40320,777098311,6.9,-2475957,-0.1
06113,0,10,70,0,2003,95689,3348281028,497972212,15311883,673,34991,242931629,7.8,13276691,2.7
06115,0,10,70,0,2003,16664,571034844,76854507,2613477,659,34268,24234100,4.4,-2233893,-2.8
06999,0,10,70,0,2003,339409,17135800571,3188484242,99270422,971,50487,173809682,1.0,-16625885,-0.5
06001,0,10,70,0,2004,672203,34552497627,4483214522,205851292,988,51402,1451439084,4.4,-32599106,-0.7
06003,0,10,70,0,2004,861,21182692,5952297,354540,473,24595,487172,2.4,-641301,-9.7
06005,0,10,70,0,2004,12359,401752129,54868611,2449044,625,32506,44571528,12.5,-8431162,-13.3
06007,0,10,70,0,2004,73211,2129108973,406270815,18446007,559,29082,101916510,5.0,2878880,0.7
06009,0,10,70,0,2004,8789,249254848,47979079,2178986,545,28359,13491945,5.7,381063,0.8
06011,0,10,70,0,2004,7659,210402414,50589752,2649568,528,27470,8818890,4.4,-846264,-1.6
06013,0,10,70,0,2004,338349,16796797604,2322209803,101389946,955,49643,1156354639,7.4,-32257716,-1.4
06015,0,10,70,0,2004,8074,229880797,34099061,1581233,548,28473,19391146,9.2,516081,1.5
06017,0,10,70,0,2004,50022,1677867193,305952714,13870917,645,33542,128715417,8.3,19452136,6.8
06019,0,10,70,0,2004,333208,10472309845,2053503965,98036438,604,31429,564065850,5.7,1395734,0.1
06021,0,10,70,0,2004,7670,206192979,42412276,2019253,517,26884,11350046,5.8,2974374,7.5
06023,0,10,70,0,2004,49350,1408426627,272406500,12494532,549,28539,48888048,3.6,465003,0.2
06025,0,10,70,0,2004,52557,1520723606,283206754,13804001,556,28935,38982275,2.6,566327,0.2
06027,0,10,70,0,2004,7776,223828216,39420172,1655626,554,28786,10441357,4.9,1338699,3.5
06029,0,10,70,0,2004,251293,8470301711,1516102192,71035178,648,33707,454726889,5.7,34129040,2.3
06031,0,10,70,0,2004,38587,1144320565,215576592,10095437,570,29655,55896545,5.1,7512790,3.6
06033,0,10,70,0,2004,15248,437662532,88560682,4216457,552,28703,16484733,3.9,-419683,-0.5
06035,0,10,70,0,2004,10139,324002433,35740615,1602586,615,31956,6685049,2.1,247702,0.7
06037,0,10,70,0,2004,4043854,181874967270,27251982213,1200353720,865,44976,9340335487,5.4,246928358,0.9
06039,0,10,70,0,2004,43316,1217530915,232498704,10904363,541,28108,89518648,7.9,15480499,7.1
06041,0,10,70,0,2004,109601,5539089835,774890871,34113157,972,50539,268050356,5.1,-28822923,-3.6
06043,0,10,70,0,2004,5088,139239905,28198158,1511236,526,27364,10277828,8.0,243288,0.9
06045,0,10,70,0,2004,32043,876691415,190757702,8627071,526,27360,-10653421,-1.2,-6774795,-3.4
06047,0,10,70,0,2004,67700,1971524110,406573944,19286811,560,29122,106428445,5.7,-1226557,-0.3
06049,0,10,70,0,2004,2850,71362942,12594807,597976,482,25040,-2008673,-2.7,-1411990,-10.1
06051,0,10,70,0,2004,7336,207588363,53166467,2730546,544,28298,17693655,9.3,7739292,17.0
06053,0,10,70,0,2004,167469,5808028843,1114134106,52502643,667,34681,168907782,3.0,-30267290,-2.6
06055,0,10,70,0,2004,64357,2511593463,442528101,20233649,751,39026,141439487,6.0,884114,0.2
06057,0,10,70,0,2004,29380,950024444,183109784,8221630,622,32335,55867753,6.2,1849397,1.0
06059,0,10,70,0,2004,1452744,65941057881,10827467155,481333186,873,45391,4571646453,7.4,321462878,3.1
06061,0,10,70,0,2004,130723,5058279065,913341433,41508999,744,38695,465813464,10.1,28359078,3.2
06063,0,10,70,0,2004,7717,230940992,39496842,2010059,576,29926,13816430,6.4,-485049,-1.2
06065,0,10,70,0,2004,570690,19347948540,3802610965,174241310,652,33903,2111770286,12.3,288784819,8.2
06067,0,10,70,0,2004,606297,26189543451,3230732529,144056569,831,43196,1068231069,4.3,2832690,0.1
06069,0,10,70,0,2004,16118,533583072,111666612,5546043,637,33104,31920871,6.4,5113014,4.8
06071,0,10,70,0,2004,602559,20879849143,3816729108,167539644,666,34652,1835028638,9.6,255004334,7.2
06073,0,10,70,0,2004,1270351,53839712492,8232138855,366193141,815,42382,3107714312,6.1,195158190,2.4
06075,0,10,70,0,2004,520434,32459354675,3554421692,161825937,1199,62370,1105452819,3.5,-272412193,-7.1
06077,0,10,70,0,2004,215352,7359616359,1380211479,65001274,657,34175,393036838,5.6,13388868,1.0
06079,0,10,70,0,2004,100553,3312406596,617388834,26239116,634,32942,202245218,6.5,-7329240,-1.2
06081,0,10,70,0,2004,327152,20437921750,2396438512,108401106,1201,62472,939089770,4.8,-19389365,-0.8
06083,0,10,70,0,2004,180687,6770482901,1118927070,49060071,721,37471,397362159,6.2,13116545,1.2
06085,0,10,70,0,2004,845040,59435145868,6033662404,290903069,1353,70334,3347341073,6.0,-129236459,-2.1
06087,0,10,70,0,2004,96012,3589499548,615964800,27596626,719,37386,140089623,4.1,-6269253,-1.0
06089,0,10,70,0,2004,66254,2056243424,400792739,18571997,597,31036,75275876,3.8,-5718560,-1.4
06091,0,10,70,0,2004,739,20549031,3860484,175297,535,27810,-2608536,-11.3,-1344099,-25.8
06093,0,10,70,0,2004,14343,374878407,73265058,3430620,503,26136,5550193,1.5,350522,0.5
06095,0,10,70,0,2004,126294,4687850593,773848574,34516625,714,37118,252047561,5.7,-6126930,-0.8
06097,0,10,70,0,2004,188506,7259768295,1225487537,55047175,741,38512,285121878,4.1,-14554628,-1.2
06099,0,10,70,0,2004,169344,5609772886,1095063389,51236433,637,33127,278503734,5.2,12402727,1.1
06101,0,10,70,0,2004,26354,767182158,170769620,8082353,560,29111,27976559,3.8,-977362,-0.6
06103,0,10,70,0,2004,17271,499059628,109564898,5223051,556,28896,11039561,2.3,-759178,-0.7
06105,0,10,70,0,2004,3032,80541638,13185669,639982,511,26562,-1057548,-1.3,395238,3.1
06107,0,10,70,0,2004,134564,3757966048,844575194,40863637,537,27927,147444884,4.1,-13396459,-1.6
06109,0,10,70,0,2004,17629,544716622,93855363,4407117,594,30899,27551717,5.3,1384374,1.5
06111,0,10,70,0,2004,305331,13069623909,2069498622,92964936,823,42805,964701304,8.0,67232471,3.4
06113,0,10,70,0,2004,96295,3571164890,494094304,22805388,713,37086,222883862,6.7,-3877908,-0.8
06115,0,10,70,0,2004,17492,588234135,76053479,3552226,647,33628,17199291,3.0,-801028,-1.0
06999,0,10,70,0,2004,316799,17604538869,3244371288,140630415,1069,55570,468738298,2.7,55887046,1.8
06001,0,10,70,0,2005,675480,35903083475,4609581949,216873594,1022,53152,1350585848,3.9,126367427,2.8
06003,0,10,70,0,2005,840,21380086,6175169,369546,489,25450,197394,0.9,222872,3.7
06005,0,10,70,0,2005,12558,413988596,57126931,2606954,634,32966,12236467,3.0,2258320,4.1
06007,0,10,70,0,2005,74827,2245334380,424836610,19628927,577,30007,116225407,5.5,18565795,4.6
06009,0,10,70,0,2005,9083,266431284,52030996,2398116,564,29332,17176436,6.9,4051917,8.4
06011,0,10,70,0,2005,8055,227416804,57020978,3110029,543,28232,17014390,8.1,6431226,12.7
06013,0,10,70,0,2005,339738,17501670590,2411363174,107255660,991,51515,704872986,4.2,89153371,3.8
06015,0,10,70,0,2005,8256,241069990,36925810,1720512,562,29198,11189193,4.9,2826749,8.3
06017,0,10,70,0,2005,50632,1798341035,321132062,15142229,683,35518,120473842,7.2,15179348,5.0
06019,0,10,70,0,2005,340775,10995393254,2157511170,104319493,620,32266,523083409,5.0,104007205,5.1
06021,0,10,70,0,2005,7635,215595958,43853759,2129022,543,28237,9402979,4.6,1441483,3.4
