area_fips,own_code,industry_code,agglvl_code,size_code,year,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,state_fips
37025,0,10,70,0,1990,40440,780381931,0,0,371,19297,32855951,4.4,-342555286,-100.0,37
37027,0,10,70,0,1990,29898,512170184,0,0,329,17131,8747612,1.7,-271048525,-100.0,37
37029,0,10,70,0,1990,905,13145243,0,0,279,14529,1139704,9.5,-5028790,-100.0,37
37031,0,10,70,0,1990,16654,236112730,0,0,273,14178,23234653,10.9,-105578557,-100.0,37
37033,0,10,70,0,1990,2715,42909476,0,0,304,15807,3740388,9.5,-14059698,-100.0,37
37035,0,10,70,0,1990,84111,1601241867,0,0,366,19037,88116670,5.8,-764048141,-100.0,37
37037,0,10,70,0,1990,12246,216220122,0,0,340,17656,12423025,6.1,-102613597,-100.0,37
37039,0,10,70,0,1990,7452,113049977,0,0,292,15171,8484991,8.1,-51842577,-100.0,37
37041,0,10,70,0,1990,4789,81891963,0,0,329,17099,3749384,4.8,-39601245,-100.0,37
37043,0,10,70,0,1990,1211,17357684,0,0,276,14337,1525404,9.6,-7622507,-100.0,37
37045,0,10,70,0,1990,36219,685870068,0,0,364,18937,16644890,2.5,-315537945,-100.0,37
37047,0,10,70,0,1990,16052,285496179,0,0,342,17786,9770344,3.5,-126490626,-100.0,37
37049,0,10,70,0,1990,30633,594315292,0,0,373,19401,26934250,4.7,-172712033,-100.0,37
37051,0,10,70,0,1990,85198,1572678346,0,0,355,18459,42628030,2.8,-565959881,-100.0,37
37053,0,10,70,0,1990,2281,35043920,0,0,295,15364,2975369,9.3,-12755695,-100.0,37
37055,0,10,70,0,1990,11567,172537170,0,0,287,14917,6519149,3.9,-90055019,-100.0,37
37057,0,10,70,0,1990,46495,830667779,0,0,344,17866,36209079,4.6,-401350172,-100.0,37
37059,0,10,70,0,1990,9207,153292295,0,0,320,16650,3791636,2.5,-75905723,-100.0,37
37061,0,10,70,0,1990,15531,241746852,0,0,299,15565,15897208,7.0,-119014962,-100.0,37
37063,0,10,70,0,1990,123902,3291340439,0,0,511,26564,280126721,9.3,-926029546,-100.0,37
37065,0,10,70,0,1990,21270,392099256,0,0,355,18435,15965803,4.2,-166620572,-100.0,37
37067,0,10,70,0,1990,152129,3593042703,0,0,454,23618,-31198138,-0.9,-1275038257,-100.0,37
37069,0,10,70,0,1990,6879,106682007,0,0,298,15508,12752347,13.6,-45866298,-100.0,37
37071,0,10,70,0,1990,79434,1538339682,0,0,372,19366,43254952,2.9,-712400195,-100.0,37
37073,0,10,70,0,1990,1323,20124357,0,0,293,15211,2331031,13.1,-6667688,-100.0,37
37075,0,10,70,0,1990,1659,24702066,0,0,286,14887,1569458,6.8,-11611845,-100.0,37
37077,0,10,70,0,1990,14482,284176422,0,0,377,19623,16961268,6.3,-87960017,-100.0,37
37079,0,10,70,0,1990,3165,52230228,0,0,317,16505,5519990,11.8,-19589072,-100.0,37
37081,0,10,70,0,1990,229280,5044355914,0,0,423,22001,219917274,4.6,-2015075471,-100.0,37
37083,0,10,70,0,1990,19470,330228119,0,0,326,16961,14357224,4.5,-139559131,-100.0,37
37085,0,10,70,0,1990,17843,279340536,0,0,301,15656,18268583,7.0,-127718558,-100.0,37
37087,0,10,70,0,1990,14871,288771508,0,0,373,19419,4045754,1.4,-113394898,-100.0,37
37089,0,10,70,0,1990,26287,489321545,0,0,358,18615,23626092,5.1,-214335396,-100.0,37
37091,0,10,70,0,1990,7911,122047332,0,0,297,15427,-815846,-0.7,-56193184,-100.0,37
37093,0,10,70,0,1990,6868,109754245,0,0,307,15980,2261830,2.1,-51192911,-100.0,37
37095,0,10,70,0,1990,1382,18226275,0,0,254,13191,1761096,10.7,-6911211,-100.0,37
37097,0,10,70,0,1990,41411,756847559,0,0,351,18277,54991478,7.8,-340735022,-100.0,37
37099,0,10,70,0,1990,9083,152181631,0,0,322,16754,9838425,6.9,-54195461,-100.0,37
37101,0,10,70,0,1990,25129,401986936,0,0,308,15997,15332692,4.0,-187966544,-100.0,37
37103,0,10,70,0,1990,1466,23211935,0,0,305,15834,2004070,9.4,-9014014,-100.0,37
37105,0,10,70,0,1990,20573,374470158,0,0,350,18202,28500759,8.2,-175343902,-100.0,37
37107,0,10,70,0,1990,28352,495132960,0,0,336,17464,24015181,5.1,-192840906,-100.0,37
37109,0,10,70,0,1990,15320,266943144,0,0,335,17424,8585445,3.3,-134971807,-100.0,37
37111,0,10,70,0,1990,15681,267721908,0,0,328,17074,17288192,6.9,-131209018,-100.0,37
37113,0,10,70,0,1990,7240,113095132,0,0,300,15622,9014545,8.7,-52079556,-100.0,37
37115,0,10,70,0,1990,3322,50777508,0,0,294,15284,1747293,3.6,-18031470,-100.0,37
37117,0,10,70,0,1990,10111,195090638,0,0,371,19294,4303754,2.3,-80298306,-100.0,37
37119,0,10,70,0,1990,362936,9138049711,0,0,484,25178,721494863,8.6,-3287316905,-100.0,37
37121,0,10,70,0,1990,5273,78246759,0,0,285,14841,3071944,4.1,-38497984,-100.0,37
37123,0,10,70,0,1990,10702,168826416,0,0,303,15776,4124356,2.5,-91852961,-100.0,37
37125,0,10,70,0,1990,25070,421742204,0,0,324,16823,23621053,5.9,-201950143,-100.0,37
37127,0,10,70,0,1990,41198,780748459,0,0,364,18951,42710351,5.8,-370563623,-100.0,37
37129,0,10,70,0,1990,60782,1176945309,0,0,372,19363,93390103,8.6,-440885576,-100.0,37
37131,0,10,70,0,1990,4359,68764208,0,0,303,15775,6009796,9.6,-25127268,-100.0,37
37133,0,10,70,0,1990,30184,441637688,0,0,281,14631,25166878,6.0,-160980793,-100.0,37
37135,0,10,70,0,1990,41049,917029065,0,0,430,22340,73905774,8.8,-189207651,-100.0,37
37137,0,10,70,0,1990,2464,32926799,0,0,257,13365,3689706,12.6,-14662625,-100.0,37
37139,0,10,70,0,1990,11830,190735654,0,0,310,16124,7358031,4.0,-69255867,-100.0,37
37141,0,10,70,0,1990,6050,84575075,0,0,269,13980,4786545,6.0,-38214754,-100.0,37
37143,0,10,70,0,1990,1811,22813731,0,0,242,12600,1460473,6.8,-9304226,-100.0,37
37145,0,10,70,0,1990,11326,203071370,0,0,345,17930,23662859,13.2,-90671251,-100.0,37
37147,0,10,70,0,1990,49430,945953075,0,0,368,19137,89734538,10.5,-299350887,-100.0,37
37149,0,10,70,0,1990,3814,53518996,0,0,270,14033,5064426,10.5,-25431654,-100.0,37
37151,0,10,70,0,1990,41845,700364177,0,0,322,16737,30822341,4.6,-359672163,-100.0,37
37153,0,10,70,0,1990,17550,291236853,0,0,319,16595,18997981,7.0,-134551904,-100.0,37
37155,0,10,70,0,1990,36072,584539111,0,0,312,16205,38364974,7.0,-260875271,-100.0,37
37157,0,10,70,0,1990,32248,620122278,0,0,370,19230,19681681,3.3,-269391323,-100.0,37
37159,0,10,70,0,1990,39673,793757681,0,0,385,20008,46921902,6.3,-319256006,-100.0,37
37161,0,10,70,0,1990,24434,420566840,0,0,331,17212,16531376,4.1,-207423675,-100.0,37
37163,0,10,70,0,1990,15550,239165885,0,0,296,15381,16404450,7.4,-107756062,-100.0,37
37165,0,10,70,0,1990,15616,289867506,0,0,357,18563,14306061,5.2,-128232107,-100.0,37
37167,0,10,70,0,1990,21131,374160772,0,0,341,17707,13719271,3.8,-187468269,-100.0,37
37169,0,10,70,0,1990,5562,100037035,0,0,346,17987,11733263,13.3,-33842667,-100.0,37
37171,0,10,70,0,1990,32462,541825982,0,0,321,16691,19631994,3.8,-284775485,-100.0,37
37173,0,10,70,0,1990,5109,65669647,0,0,247,12855,4429724,7.2,-34084165,-100.0,37
37175,0,10,70,0,1990,9673,206269781,0,0,410,21323,8193816,4.1,-74017700,-100.0,37
37177,0,10,70,0,1990,680,8411068,0,0,238,12362,-8460946,-50.1,-8396595,-100.0,37
37179,0,10,70,0,1990,34929,659717949,0,0,363,18887,41382193,6.7,-306751637,-100.0,37
37181,0,10,70,0,1990,18179,299823274,0,0,317,16493,3570304,1.2,-159743968,-100.0,37
37183,0,10,70,0,1990,249774,5602230472,0,0,431,22429,561942710,11.1,-1816468917,-100.0,37
37185,0,10,70,0,1990,3875,56880073,0,0,282,14680,3062213,5.7,-26825392,-100.0,37
37187,0,10,70,0,1990,3492,51316554,0,0,283,14698,5314313,11.6,-18708451,-100.0,37
37189,0,10,70,0,1990,14939,257110000,0,0,331,17211,35989576,16.3,-83211926,-100.0,37
37191,0,10,70,0,1990,39224,660765833,0,0,324,16846,36330725,5.8,-264846416,-100.0,37
37193,0,10,70,0,1990,24389,426710459,0,0,336,17496,23949459,5.9,-209962126,-100.0,37
37195,0,10,70,0,1990,32825,604371716,0,0,354,18412,29742256,5.2,-248382081,-100.0,37
37197,0,10,70,0,1990,7420,122954790,0,0,319,16571,9394425,8.3,-51261690,-100.0,37
37199,0,10,70,0,1990,4279,71340693,0,0,321,16671,-7698306,-9.7,-40851081,-100.0,37
38001,0,10,70,0,1990,1016,14873574,0,0,282,14644,1060471,7.7,-5278366,-100.0,38
38003,0,10,70,0,1990,3835,54999553,0,0,276,14343,1995645,3.8,-19931652,-100.0,38
38005,0,10,70,0,1990,1584,24367877,0,0,296,15386,1241281,5.4,-10395820,-100.0,38
38007,0,10,70,0,1990,507,9604966,0,0,364,18951,2035170,26.9,-2524594,-100.0,38
38009,0,10,70,0,1990,2011,29516351,0,0,282,14678,832664,2.9,-10072017,-100.0,38
38011,0,10,70,0,1990,1242,17728786,0,0,275,14274,923065,5.5,-6580627,-100.0,38
38013,0,10,70,0,1990,692,11755993,0,0,327,16988,661871,6.0,-3647384,-100.0,38
38015,0,10,70,0,1990,31171,599758195,0,0,370,19241,34809558,6.2,-178483559,-100.0,38
38017,0,10,70,0,1990,58612,1152399334,0,0,378,19661,94545014,8.9,-412180654,-100.0,38
38019,0,10,70,0,1990,1424,20495710,0,0,277,14395,1216306,6.3,-7877168,-100.0,38
38021,0,10,70,0,1990,1706,22111945,0,0,249,12962,1117940,5.3,-8571415,-100.0,38
38023,0,10,70,0,1990,684,8444785,0,0,237,12348,243884,3.0,-2399423,-100.0,38
38025,0,10,70,0,1990,703,9985160,0,0,273,14210,1266431,14.5,-3741709,-100.0,38
38027,0,10,70,0,1990,737,10362460,0,0,270,14052,802523,8.4,-3647799,-100.0,38
38029,0,10,70,0,1990,1029,13097778,0,0,245,12731,1158251,9.7,-4353691,-100.0,38
38031,0,10,70,0,1990,1317,17775313,0,0,260,13496,1005144,6.0,-7438492,-100.0,38
38033,0,10,70,0,1990,643,9122063,0,0,273,14189,247719,2.8,-3487864,-100.0,38
38035,0,10,70,0,1990,28813,503347173,0,0,336,17469,20932340,4.3,-162208809,-100.0,38
38037,0,10,70,0,1990,558,6929708,0,0,239,12430,415500,6.4,-2177875,-100.0,38
38039,0,10,70,0,1990,778,10278247,0,0,254,13207,311411,3.1,-3760611,-100.0,38
38041,0,10,70,0,1990,680,9406849,0,0,266,13827,165269,1.8,-3546667,-100.0,38
38043,0,10,70,0,1990,543,6636536,0,0,235,12224,153641,2.4,-1839198,-100.0,38
38045,0,10,70,0,1990,1051,13104570,0,0,240,12473,393291,3.1,-5208173,-100.0,38
38047,0,10,70,0,1990,553,6336881,0,0,220,11463,-25696,-0.4,-2364071,-100.0,38
38049,0,10,70,0,1990,1064,14824189,0,0,268,13935,-101296,-0.7,-5534217,-100.0,38
38051,0,10,70,0,1990,1144,12773746,0,0,215,11162,866961,7.3,-3799729,-100.0,38
38053,0,10,70,0,1990,1836,33757643,0,0,354,18392,3152382,10.3,-12789248,-100.0,38
38055,0,10,70,0,1990,2735,53276199,0,0,375,19482,2321904,4.6,-17469330,-100.0,38
38057,0,10,70,0,1990,4193,116997783,0,0,537,27906,6223774,5.6,-37090586,-100.0,38
38059,0,10,70,0,1990,7076,120898072,0,0,329,17086,9691360,8.7,-45455911,-100.0,38
38061,0,10,70,0,1990,1855,26995408,0,0,280,14550,542595,2.1,-9450069,-100.0,38
38063,0,10,70,0,1990,1091,13830124,0,0,244,12680,276948,2.0,-5439667,-100.0,38
38065,0,10,70,0,1990,633,18505890,0,0,562,29216,1585410,9.4,-5367640,-100.0,38
38067,0,10,70,0,1990,3315,56948662,0,0,330,17179,2418526,4.4,-23416187,-100.0,38
38069,0,10,70,0,1990,1521,20815765,0,0,263,13690,970802,4.9,-7695830,-100.0,38
38071,0,10,70,0,1990,5062,73154759,0,0,278,14453,3388962,4.9,-26842427,-100.0,38
38073,0,10,70,0,1990,1682,22172406,0,0,253,13182,1340709,6.4,-8067896,-100.0,38
38075,0,10,70,0,1990,656,9110748,0,0,267,13883,284919,3.2,-3096258,-100.0,38
38077,0,10,70,0,1990,6103,103428299,0,0,326,16947,7513583,7.8,-41920354,-100.0,38
38079,0,10,70,0,1990,3128,49854643,0,0,307,15941,2602536,5.5,-19006370,-100.0,38
38081,0,10,70,0,1990,1675,35830285,0,0,411,21387,-179705,-0.5,-13710210,-100.0,38
38083,0,10,70,0,1990,308,4025845,0,0,251,13074,-39140,-1.0,-1257662,-100.0,38
38085,0,10,70,0,1990,802,14069263,0,0,338,17550,1269948,9.9,-3635505,-100.0,38
38087,0,10,70,0,1990,80,713561,0,0,171,8901,115127,19.2,-119125,-100.0,38
38089,0,10,70,0,1990,8801,143122590,0,0,313,16263,8733060,6.5,-55947659,-100.0,38
38091,0,10,70,0,1990,406,6166514,0,0,292,15198,71182,1.2,-2197463,-100.0,38
38093,0,10,70,0,1990,8680,145245802,0,0,322,16733,5005764,3.6,-52211402,-100.0,38
38095,0,10,70,0,1990,1038,14576796,0,0,270,14044,724896,5.2,-7094838,-100.0,38
38097,0,10,70,0,1990,2720,40720673,0,0,288,14969,1794661,4.6,-15399330,-100.0,38
38099,0,10,70,0,1990,5081,70564829,0,0,267,13889,1967418,2.9,-24813919,-100.0,38
38101,0,10,70,0,1990,20544,338246206,0,0,317,16464,18845553,5.9,-119114203,-100.0,38
38103,0,10,70,0,1990,1479,18893416,0,0,246,12773,562451,3.1,-7141728,-100.0,38
38105,0,10,70,0,1990,8502,153797476,0,0,348,18090,6157925,4.2,-61371533,-100.0,38
39001,0,10,70,0,1990,5208,96760766,0,0,357,18578,5664548,6.2,-30147398,-100.0,39
39003,0,10,70,0,1990,54040,1169743979,0,0,416,21646,34348484,3.0,-343706791,-100.0,39
39005,0,10,70,0,1990,16779,337998413,0,0,387,20144,19584530,6.2,-100185084,-100.0,39
39007,0,10,70,0,1990,29344,558418488,0,0,366,19030,17173039,3.2,-184623661,-100.0,39
39009,0,10,70,0,1990,16885,316942785,0,0,361,18771,21936166,7.4,-65676045,-100.0,39
39011,0,10,70,0,1990,16877,348287570,0,0,397,20637,19294640,5.9,-107752399,-100.0,39
39013,0,10,70,0,1990,20986,359020078,0,0,329,17108,10584247,3.0,-123032530,-100.0,39
39015,0,10,70,0,1990,6216,97777114,0,0,303,15731,5476117,5.9,-33376727,-100.0,39
39017,0,10,70,0,1990,90512,2067388099,0,0,439,22841,79435343,4.0,-564346530,-100.0,39
39019,0,10,70,0,1990,5660,95636524,0,0,325,16896,4116455,4.5,-35001530,-100.0,39
39021,0,10,70,0,1990,10133,198070260,0,0,376,19548,11000818,5.9,-61352034,-100.0,39
39023,0,10,70,0,1990,53013,1096763113,0,0,398,20689,25860337,2.4,-328203711,-100.0,39
39025,0,10,70,0,1990,36279,760952588,0,0,403,20975,57989604,8.2,-223208894,-100.0,39
39027,0,10,70,0,1990,15619,293321019,0,0,361,18779,30466991,11.6,-95053223,-100.0,39
39029,0,10,70,0,1990,30744,548022112,0,0,343,17826,40658238,8.0,-181870657,-100.0,39
39031,0,10,70,0,1990,12247,252171483,0,0,396,20591,7983201,3.3,-76290708,-100.0,39
39033,0,10,70,0,1990,16003,300970462,0,0,362,18807,2251982,0.8,-106618127,-100.0,39
39035,0,10,70,0,1990,779932,19688881437,0,0,485,25244,839416633,4.5,-5003653945,-100.0,39
39037,0,10,70,0,1990,16343,300768669,0,0,354,18403,18360514,6.5,-106276672,-100.0,39
39039,0,10,70,0,1990,17029,423984607,0,0,479,24898,9726282,2.3,-114417677,-100.0,39
39041,0,10,70,0,1990,19706,415908062,0,0,406,21106,33670235,8.8,-115522238,-100.0,39
39043,0,10,70,0,1990,36074,750985146,0,0,400,20818,7820258,1.1,-227343477,-100.0,39
39045,0,10,70,0,1990,27464,519259663,0,0,364,18907,32477698,6.7,-165018114,-100.0,39
39047,0,10,70,0,1990,8139,146192566,0,0,345,17962,8165861,5.9,-52632488,-100.0,39
39049,0,10,70,0,1990,564926,13051787795,0,0,444,23104,827849943,6.8,-3451563321,-100.0,39
39051,0,10,70,0,1990,16779,326975807,0,0,375,19488,18907581,6.1,-108290968,-100.0,39
39053,0,10,70,0,1990,9614,182574217,0,0,365,18990,9328941,5.4,-48947157,-100.0,39
39055,0,10,70,0,1990,24652,503667279,0,0,393,20431,29844024,6.3,-157373916,-100.0,39
39057,0,10,70,0,1990,37551,752871189,0,0,386,20049,67662444,9.9,-189187413,-100.0,39
39059,0,10,70,0,1990,12945,241121891,0,0,358,18627,10525925,4.6,-74390360,-100.0,39
39061,0,10,70,0,1990,537188,12349083632,0,0,442,22988,-337941336,-2.7,-3544534537,-100.0,39
39063,0,10,70,0,1990,31333,723020154,0,0,444,23076,37556462,5.5,-211444762,-100.0,39
39065,0,10,70,0,1990,7918,150147536,0,0,365,18963,4070352,2.8,-42719967,-100.0,39
39067,0,10,70,0,1990,3318,61808349,0,0,358,18627,-3257670,-5.0,-18551386,-100.0,39
39069,0,10,70,0,1990,10260,216833438,0,0,406,21134,7148614,3.4,-67640936,-100.0,39
39071,0,10,70,0,1990,8964,146967536,0,0,315,16396,-413631,-0.3,-54141576,-100.0,39
39073,0,10,70,0,1990,6316,116352957,0,0,354,18423,3109528,2.7,-38957129,-100.0,39
39075,0,10,70,0,1990,10593,179206808,0,0,325,16918,15260785,9.3,-71368998,-100.0,39
39077,0,10,70,0,1990,23983,479738792,0,0,385,20004,31917607,7.1,-165707205,-100.0,39
39079,0,10,70,0,1990,8716,145920413,0,0,322,16742,9618751,7.1,-54335925,-100.0,39
39081,0,10,70,0,1990,25464,541320669,0,0,409,21259,52399532,10.7,-150245259,-100.0,39
39083,0,10,70,0,1990,14804,287334245,0,0,373,19409,25649798,9.8,-79069628,-100.0,39
39085,0,10,70,0,1990,85659,1916036673,0,0,430,22368,186051344,10.8,-551122883,-100.0,39
39087,0,10,70,0,1990,10977,188531678,0,0,330,17175,13279574,7.6,-57721198,-100.0,39
39089,0,10,70,0,1990,43805,919186374,0,0,404,20984,39416804,4.5,-259346471,-100.0,39
39091,0,10,70,0,1990,14166,289540640,0,0,393,20439,49239544,20.5,-83241791,-100.0,39
39093,0,10,70,0,1990,90924,2066160029,0,0,437,22724,50731084,2.5,-561234040,-100.0,39
39095,0,10,70,0,1990,217691,5126113715,0,0,453,23548,21592524,0.4,-1399563932,-100.0,39
39097,0,10,70,0,1990,9196,170460006,0,0,356,18537,17687827,11.6,-45970150,-100.0,39
39099,0,10,70,0,1990,105048,2082200971,0,0,381,19821,123748205,6.3,-614833855,-100.0,39
39101,0,10,70,0,1990,24982,512944235,0,0,395,20533,17723848,3.6,-154732762,-100.0,39
39103,0,10,70,0,1990,36309,720774669,0,0,382,19851,47151136,7.0,-230708237,-100.0,39
39105,0,10,70,0,1990,4859,109412004,0,0,433,22516,3295507,3.1,-28114284,-100.0,39
39107,0,10,70,0,1990,15117,292315706,0,0,372,19337,23255097,8.6,-94309202,-100.0,39
39109,0,10,70,0,1990,36919,739193580,0,0,385,20022,8139843,1.1,-251737032,-100.0,39
39111,0,10,70,0,1990,4987,142937224,0,0,551,28661,13752344,10.6,-34072059,-100.0,39
39113,0,10,70,0,1990,313363,7557999705,0,0,464,24119,271705852,3.7,-1899375488,-100.0,39
39115,0,10,70,0,1990,4366,107280176,0,0,473,24573,4654126,4.5,-28477522,-100.0,39
39117,0,10,70,0,1990,5519,87375413,0,0,304,15833,1318628,1.5,-29769711,-100.0,39
39119,0,10,70,0,1990,33144,603848389,0,0,350,18219,31460573,5.5,-194126363,-100.0,39
39121,0,10,70,0,1990,2373,41849102,0,0,339,17636,283648,0.7,-14293901,-100.0,39
39123,0,10,70,0,1990,14487,322422778,0,0,428,22256,28812986,9.8,-91434186,-100.0,39
39125,0,10,70,0,1990,4235,78244729,0,0,355,18476,5241570,7.2,-24990002,-100.0,39
39127,0,10,70,0,1990,6215,121388022,0,0,376,19532,6782586,5.9,-37406182,-100.0,39
39129,0,10,70,0,1990,13293,296374460,0,0,429,22296,10515457,3.7,-79055596,-100.0,39
39131,0,10,70,0,1990,7667,183258006,0,0,460,23903,11546976,6.7,-48053495,-100.0,39
39133,0,10,70,0,1990,41116,859843729,0,0,402,20913,59792244,7.5,-228621976,-100.0,39
39135,0,10,70,0,1990,9335,174658276,0,0,360,18710,17738598,11.3,-53523264,-100.0,39
39137,0,10,70,0,1990,9307,167151902,0,0,345,17960,5916236,3.7,-54879259,-100.0,39
39139,0,10,70,0,1990,58686,1252452164,0,0,410,21342,19029687,1.5,-388071891,-100.0,39
39141,0,10,70,0,1990,22047,490355390,0,0,428,22241,25475666,5.5,-118250431,-100.0,39
39143,0,10,70,0,1990,25505,508292899,0,0,383,19929,22441039,4.6,-161512361,-100.0,39
39145,0,10,70,0,1990,20503,370865953,0,0,348,18088,24737072,7.1,-104296005,-100.0,39
39147,0,10,70,0,1990,21671,438998986,0,0,390,20257,20019352,4.8,-125417611,-100.0,39
39149,0,10,70,0,1990,22011,520487510,0,0,455,23647,43796775,9.2,-154218569,-100.0,39
39151,0,10,70,0,1990,156707,3278445453,0,0,402,20921,158021134,5.1,-976420915,-100.0,39
39153,0,10,70,0,1990,231577,5530134841,0,0,459,23880,226639805,4.3,-1514502691,-100.0,39
39155,0,10,70,0,1990,89122,2139077753,0,0,462,24002,-150826519,-6.6,-620472210,-100.0,39
39157,0,10,70,0,1990,30871,567679319,0,0,354,18389,23657807,4.3,-193434115,-100.0,39
39159,0,10,70,0,1990,19189,585109832,0,0,586,30492,57851752,11.0,-140209686,-100.0,39
39161,0,10,70,0,1990,10874,210516155,0,0,372,19360,5433794,2.6,-71600541,-100.0,39
39163,0,10,70,0,1990,2657,49634414,0,0,359,18678,2785074,5.9,-15094703,-100.0,39
39165,0,10,70,0,1990,34533,589451079,0,0,328,17069,79203825,15.5,-194436956,-100.0,39
39167,0,10,70,0,1990,21649,439927951,0,0,391,20321,33006509,8.1,-136552328,-100.0,39
39169,0,10,70,0,1990,40367,857321247,0,0,408,21238,51695373,6.4,-255084198,-100.0,39
39171,0,10,70,0,1990,17303,339105685,0,0,377,19598,12288571,3.8,-114667007,-100.0,39
39173,0,10,70,0,1990,43748,936386149,0,0,412,21404,40964835,4.6,-258097271,-100.0,39
39175,0,10,70,0,1990,8461,143766892,0,0,327,16991,7532280,5.5,-53891847,-100.0,39
40001,0,10,70,0,1990,3931,58440325,0,0,286,14866,6641325,12.8,-26322827,-100.0,40
40003,0,10,70,0,1990,1421,25597278,0,0,346,18013,161143,0.6,-9310456,-100.0,40
40005,0,10,70,0,1990,2494,37801718,0,0,291,15156,188632,0.5,-14768317,-100.0,40
40007,0,10,70,0,1990,1426,27697583,0,0,373,19419,961220,3.6,-8273124,-100.0,40
40009,0,10,70,0,1990,4919,76990064,0,0,301,15652,6156089,8.7,-33501439,-100.0,40
40011,0,10,70,0,1990,3137,49909493,0,0,306,15911,1868407,3.9,-20403858,-100.0,40
40013,0,10,70,0,1990,8587,114129182,0,0,256,13291,8814688,8.4,-52155651,-100.0,40
40015,0,10,70,0,1990,6369,104555409,0,0,316,16417,6469680,6.6,-37802082,-100.0,40
40017,0,10,70,0,1990,15642,310028848,0,0,381,19820,31300281,11.2,-101658775,-100.0,40
40019,0,10,70,0,1990,16144,315541277,0,0,376,19546,15525700,5.2,-118702447,-100.0,40
40021,0,10,70,0,1990,9547,131539909,0,0,265,13778,9679941,7.9,-57664219,-100.0,40
40023,0,10,70,0,1990,3457,48310281,0,0,269,13974,4051966,9.2,-21106737,-100.0,40
40025,0,10,70,0,1990,746,10632810,0,0,274,14258,496291,4.9,-3574200,-100.0,40
40027,0,10,70,0,1990,41670,708008298,0,0,327,16991,56349395,8.6,-187333039,-100.0,40
40029,0,10,70,0,1990,1031,14035412,0,0,262,13614,-221847,-1.6,-7404229,-100.0,40
40031,0,10,70,0,1990,33853,610343358,0,0,347,18029,34049464,5.9,-178937300,-100.0,40
40033,0,10,70,0,1990,1067,15310728,0,0,276,14356,-2259975,-12.9,-9506849,-100.0,40
40035,0,10,70,0,1990,5141,86933304,0,0,325,16909,5284567,6.5,-30892344,-100.0,40
40037,0,10,70,0,1990,13070,231293297,0,0,340,17696,16868890,7.9,-90568107,-100.0,40
40039,0,10,70,0,1990,10134,172638526,0,0,328,17036,6151597,3.7,-67181939,-100.0,40
40041,0,10,70,0,1990,4376,59181225,0,0,260,13523,6168847,11.6,-25798491,-100.0,40
40043,0,10,70,0,1990,1240,20289530,0,0,315,16358,1173792,6.1,-7378414,-100.0,40
40045,0,10,70,0,1990,1198,19735627,0,0,317,16470,1771549,9.9,-6510547,-100.0,40
40047,0,10,70,0,1990,21102,379651613,0,0,346,17991,15678822,4.3,-137087248,-100.0,40
40049,0,10,70,0,1990,7299,119436837,0,0,315,16363,8600587,7.8,-43527802,-100.0,40
40051,0,10,70,0,1990,10574,168942115,0,0,307,15977,10868796,6.9,-67313350,-100.0,40
40053,0,10,70,0,1990,1203,21837550,0,0,349,18154,619777,2.9,-8233393,-100.0,40
40055,0,10,70,0,1990,1456,23062944,0,0,305,15835,1158625,5.3,-7248860,-100.0,40
40057,0,10,70,0,1990,774,10894149,0,0,271,14078,771420,7.6,-4830757,-100.0,40
40059,0,10,70,0,1990,1147,19121257,0,0,321,16669,1169927,6.5,-7718953,-100.0,40
40061,0,10,70,0,1990,2321,35096298,0,0,291,15120,3065265,9.6,-14665190,-100.0,40
40063,0,10,70,0,1990,2222,31867049,0,0,276,14343,2512452,8.6,-13441453,-100.0,40
40065,0,10,70,0,1990,7332,115842053,0,0,304,15800,3551036,3.2,-38707114,-100.0,40
40067,0,10,70,0,1990,1294,18294506,0,0,272,14142,77248,0.4,-8332740,-100.0,40
40069,0,10,70,0,1990,1975,27827364,0,0,271,14091,2403339,9.5,-11309488,-100.0,40
40071,0,10,70,0,1990,19546,421946571,0,0,415,21587,29968680,7.6,-136133841,-100.0,40
40073,0,10,70,0,1990,4337,81709176,0,0,362,18841,3946288,5.1,-31702379,-100.0,40
40075,0,10,70,0,1990,2527,34982423,0,0,266,13845,1432997,4.3,-15882894,-100.0,40
40077,0,10,70,0,1990,3196,50162761,0,0,302,15695,7735350,18.2,-18176694,-100.0,40
40079,0,10,70,0,1990,8623,154024971,0,0,343,17862,20213062,15.1,-63716701,-100.0,40
40081,0,10,70,0,1990,5214,79626662,0,0,294,15271,9657770,13.8,-34062808,-100.0,40
40083,0,10,70,0,1990,5309,78661648,0,0,285,14816,4257953,5.7,-33927819,-100.0,40
40085,0,10,70,0,1990,1902,29986677,0,0,303,15769,4217658,16.4,-11130113,-100.0,40
40087,0,10,70,0,1990,3817,60815863,0,0,306,15932,4666819,8.3,-23883245,-100.0,40
40089,0,10,70,0,1990,9276,166152795,0,0,344,17913,9983307,6.4,-65024849,-100.0,40
40091,0,10,70,0,1990,3267,44389521,0,0,261,13586,931749,2.1,-22437395,-100.0,40
40093,0,10,70,0,1990,1835,32398990,0,0,340,17656,1278679,4.1,-13885238,-100.0,40
